RequestTime,Predicted,SendBytes,ReceiveBytes,TimeTaken,UrlType1,UrlType2,UrlType3,Method_GET,Method_POST,Method_PUT,Method_DELETE,Method_HEAD,Method_OPTIONS,Method_PATCH,GroupCount
2023-05-24,1,134135646,32697339,2811094,33245,0,0,27704,5541,0,0,0,0,0,33245
2023-05-24,2,5067,24265,975,24,0,0,24,0,0,0,0,0,0,24
2023-05-24,3,1430097820,24768214,4918746,0,39862,6,39866,0,0,0,2,0,0,39868
2023-05-24,4,1240043,3307834,221511,0,3725,39,3760,3,0,0,1,0,0,3764
2023-05-24,5,256879799,2152215,1512074,27,5977,67,6070,0,0,0,1,0,0,6071
2023-05-24,6,8920,7601,75551,0,16,18,33,0,0,0,1,0,0,34
2023-05-25,1,123464215,27760111,2275398,28808,0,0,24433,4375,0,0,0,0,0,28808
2023-05-25,2,4692,19906,2724,22,0,0,21,1,0,0,0,0,0,22
2023-05-25,3,1314069604,22679058,3672517,0,36860,17,36867,3,0,0,7,0,0,36877
2023-05-25,4,1163105,3022974,169787,0,3427,95,3516,4,0,0,2,0,0,3522
2023-05-25,5,255338741,2068198,1444213,12,5620,67,5699,0,0,0,0,0,0,5699
2023-05-25,6,8092,6653,25163,0,14,16,28,0,0,0,2,0,0,30
2023-05-26,1,107827065,25492187,1951665,26356,0,0,22456,3900,0,0,0,0,0,26356
2023-05-26,2,9402,43679,5739,46,0,0,43,3,0,0,0,0,0,46
2023-05-26,3,1223592755,21184828,3331634,0,34263,31,34271,11,1,0,11,0,0,34294
2023-05-26,4,1158390,3044022,178985,0,3422,86,3492,13,0,0,3,0,0,3508
2023-05-26,5,195508117,1652954,1227063,12,4592,82,4682,2,0,0,2,0,0,4686
2023-05-26,6,14461,10681,43691,1,22,30,41,0,0,0,12,0,0,53
2023-05-27,1,55592706,14652958,1219268,15593,0,0,13120,2473,0,0,0,0,0,15593
2023-05-27,2,6480,20352,4372,27,0,0,21,5,1,0,0,0,0,27
2023-05-27,3,748106295,12597429,2990725,0,21301,33,21316,4,0,0,14,0,0,21334
2023-05-27,4,784083,1876274,190965,0,1932,319,2116,131,4,0,0,0,0,2251
2023-05-27,5,210269698,1497973,1188906,41,3796,76,3913,0,0,0,0,0,0,3913
2023-05-27,6,33431,16054,34282,1,30,64,87,0,0,0,8,0,0,95
2023-05-28,1,57453358,12503175,1108908,13439,0,0,11483,1956,0,0,0,0,0,13439
2023-05-28,2,2344,14235,2122,15,0,0,15,0,0,0,0,0,0,15
2023-05-28,3,687799667,11476913,1962793,0,19577,5,19574,0,0,0,8,0,0,19582
2023-05-28,4,520191,1337445,100694,0,1576,44,1620,0,0,0,0,0,0,1620
2023-05-28,5,209740618,1483299,1062853,9,3761,76,3846,0,0,0,0,0,0,3846
2023-05-28,6,7948,5997,8216,0,14,15,21,0,0,0,8,0,0,29
2023-05-29,1,94970068,27146483,2170078,28047,0,0,23913,4134,0,0,0,0,0,28047
2023-05-29,2,4319,17385,1473,17,0,0,15,2,0,0,0,0,0,17
2023-05-29,3,1262350853,21884171,4152529,0,35520,13,35515,0,0,0,18,0,0,35533
2023-05-29,4,1080276,2822229,155395,0,3246,36,3282,0,0,0,0,0,0,3282
2023-05-29,5,187596970,1700453,1319806,8,4785,64,4857,0,0,0,0,0,0,4857
2023-05-29,6,9307,9995,5710,0,43,18,51,0,0,0,10,0,0,61
2023-05-30,1,105968161,28549404,2251430,29102,0,0,24459,4643,0,0,0,0,0,29102
2023-05-30,2,6002,32435,4216,32,0,0,30,2,0,0,0,0,0,32
2023-05-30,3,1270172644,22169425,3501595,0,35859,8,35845,0,0,0,22,0,0,35867
2023-05-30,4,1107110,2864859,184347,0,3320,28,3348,0,0,0,0,0,0,3348
2023-05-30,5,213193259,1795379,1318496,43,4925,74,5037,2,0,0,3,0,0,5042
2023-05-30,6,11071,7708,10865,0,15,25,27,0,0,0,13,0,0,40
2023-05-31,1,85889916,24310118,2076956,25529,0,0,21903,3626,0,0,0,0,0,25529
2023-05-31,2,2615,26812,5383,29,0,0,26,3,0,0,0,0,0,29
2023-05-31,3,1204986955,20859749,3396934,0,33956,5,33949,0,0,0,12,0,0,33961
2023-05-31,4,1010327,2628531,177018,0,3041,31,3072,0,0,0,0,0,0,3072
2023-05-31,5,230591516,1752145,1237526,6,4553,71,4630,0,0,0,0,0,0,4630
2023-05-31,6,9918,8840,37765,0,27,15,30,0,0,0,12,0,0,42
2023-06-01,1,97168168,25779306,2689241,26819,0,0,22737,4082,0,0,0,0,0,26819
2023-06-01,2,4551,32990,57556,34,0,0,28,6,0,0,0,0,0,34
2023-06-01,3,1245547412,21255984,5726158,0,34946,8,34941,0,0,0,13,0,0,34954
2023-06-01,4,958976,2451108,128769,0,2878,30,2908,0,0,0,0,0,0,2908
2023-06-01,5,220031986,1711534,1391377,9,4619,75,4702,1,0,0,0,0,0,4703
2023-06-01,6,10853,8994,20323,0,23,20,31,0,0,0,12,0,0,43
2023-06-02,1,167541837,28329662,2561993,29215,0,0,24614,4600,0,1,0,0,0,29215
2023-06-02,2,5875,19480,2014,19,0,0,19,0,0,0,0,0,0,19
2023-06-02,3,1377580320,23628378,4299004,0,38635,25,38632,1,0,0,27,0,0,38660
2023-06-02,4,1091242,2821931,186661,0,3248,50,3285,2,1,0,10,0,0,3298
2023-06-02,5,237681909,2017009,1500151,54,5438,73,5562,3,0,0,0,0,0,5565
2023-06-02,6,9181,5463,15190,0,13,18,23,0,0,0,8,0,0,31
2023-06-03,1,213114930,21661073,2123358,22276,0,0,19260,3015,0,1,0,0,0,22276
2023-06-03,2,7717,50910,3942,46,0,0,44,2,0,0,0,0,0,46
2023-06-03,3,989890207,16444536,3239929,0,27652,12,27643,0,0,0,21,0,0,27664
2023-06-03,4,748621,1891764,115623,0,2233,40,2273,0,0,0,0,0,0,2273
2023-06-03,5,222557407,1833236,1244953,11,5110,67,5185,0,0,0,3,0,0,5188
2023-06-03,6,13006,11277,58181,0,35,26,44,0,0,0,17,0,0,61
2023-06-04,1,150102408,17139684,1547363,17925,0,0,15480,2445,0,0,0,0,0,17925
2023-06-04,2,7556,15986,3380,19,0,0,19,0,0,0,0,0,0,19
2023-06-04,3,818136326,13419180,2534810,0,22852,9,22848,0,0,0,13,0,0,22861
2023-06-04,4,618388,1564113,119852,0,1842,46,1888,0,0,0,0,0,0,1888
2023-06-04,5,225640745,1539496,1057660,6,3896,74,3976,0,0,0,0,0,0,3976
2023-06-04,6,9746,8233,14593,0,25,19,37,0,0,0,7,0,0,44
2023-06-05,1,508848190,47492442,4633603,47254,0,0,41115,6116,0,1,0,22,0,47254
2023-06-05,2,72017,168238,15472,257,0,0,236,21,0,0,0,0,0,257
2023-06-05,3,2182001899,37258496,6272426,0,60109,248,60273,6,0,0,78,0,0,60357
2023-06-05,4,1470172,3531401,219244,0,4389,253,4624,7,0,0,11,0,0,4642
2023-06-05,5,237790778,2263506,1645353,31,6491,78,6589,1,0,0,9,1,0,6600
2023-06-05,6,15234,14480,17177,22,12,23,50,6,0,0,1,0,0,57
2023-06-06,1,245550300,51723266,4423936,53567,0,0,45631,7934,0,2,0,0,0,53567
2023-06-06,2,12049,46465,4965,48,0,0,47,1,0,0,0,0,0,48
2023-06-06,3,2784662091,48918631,9614094,0,77873,12,77835,0,0,0,50,0,0,77885
2023-06-06,4,763435,1982788,102673,0,2348,27,2374,0,0,0,1,0,0,2375
2023-06-06,5,199445906,2673054,1863802,21,8451,70,8538,2,0,0,2,0,0,8542
2023-06-06,6,5875,7348,23408,0,16,11,27,0,0,0,0,0,0,27
2023-06-07,1,308002228,50980962,4615602,52761,0,0,45223,7538,0,0,0,0,0,52761
2023-06-07,2,38395,80931,11271,129,0,0,128,1,0,0,0,0,0,129
2023-06-07,3,2721848251,47330134,8324868,0,75370,36,75352,0,0,0,54,0,0,75406
2023-06-07,4,821970,2111821,118202,0,2507,28,2535,0,0,0,0,0,0,2535
2023-06-07,5,260351980,2876829,2121812,7,8880,95,8972,0,0,0,10,0,0,8982
2023-06-07,6,15314,8594,20453,0,10,38,43,0,0,0,5,0,0,48
2023-06-08,1,1498032850,130181453,13656273,129828,0,0,113768,15579,0,5,0,476,0,129828
2023-06-08,2,45567,139469,21916,150,0,0,149,1,0,0,0,0,0,150
2023-06-08,3,6150240517,104418443,18833801,0,167337,38,167301,0,0,0,74,0,0,167375
2023-06-08,4,2089769,5470021,331586,0,6367,39,6404,0,0,0,2,0,0,6406
2023-06-08,5,309873271,4520252,2348748,44,14220,84,14324,0,0,0,22,2,0,14348
2023-06-08,6,61414,49634,65728,0,231,23,253,0,0,0,1,0,0,254
2023-06-09,1,3651855565,215963659,34761647,200222,0,0,181380,18835,0,7,0,0,0,200222
2023-06-09,2,79897,340008,25781,297,0,0,293,4,0,0,0,0,0,297
2023-06-09,3,6528486700,103381981,19741493,0,167840,34,164183,0,0,0,3691,0,0,167874
2023-06-09,4,1496527,4071052,251745,0,4682,32,4714,0,0,0,0,0,0,4714
2023-06-09,5,239668552,4283695,2482835,141,15304,76,15411,5,0,0,105,0,0,15521
2023-06-09,6,17239,18785,34974,1,61,21,83,0,0,0,0,0,0,83
2023-06-10,1,1495036738,76538023,14183502,72469,0,0,66661,5808,0,0,0,0,0,72469
2023-06-10,2,31573,160960,12047,141,0,0,137,4,0,0,0,0,0,141
2023-06-10,3,2191065091,35774997,7732272,0,59730,41,59266,0,0,0,505,0,0,59771
2023-06-10,4,1041082,2663983,235336,0,3037,196,3224,9,0,0,0,0,0,3233
2023-06-10,5,220841180,2035296,1410921,45,6065,69,6129,4,0,0,46,0,0,6179
2023-06-10,6,10144,11567,24130,0,42,12,54,0,0,0,0,0,0,54
2023-06-11,1,827571519,49980763,9736455,47850,0,0,43492,4267,0,1,0,90,0,47850
2023-06-11,2,17845,96610,7462,89,0,0,85,4,0,0,0,0,0,89
2023-06-11,3,1570393444,25996058,5846532,0,42878,10,42738,0,0,0,150,0,0,42888
2023-06-11,4,373093,970093,67366,0,1181,44,1224,0,0,0,1,0,0,1225
2023-06-11,5,241241044,1922642,1393418,29,5338,90,5445,0,0,0,12,0,0,5457
2023-06-11,6,14067,7822,8928,0,12,30,37,0,0,0,5,0,0,42
2023-06-12,1,612049458,56778103,8752414,55592,0,0,48969,6411,0,0,0,212,0,55592
2023-06-12,2,9002,62504,8270,56,0,0,53,3,0,0,0,0,0,56
2023-06-12,3,2236072055,39628265,9054263,0,61968,35,61936,0,0,0,67,0,0,62003
2023-06-12,4,756191,2041820,155979,0,2313,39,2352,0,0,0,0,0,0,2352
2023-06-12,5,254870529,2344134,2105480,24,6850,89,6955,0,0,0,7,1,0,6963
2023-06-12,6,11159,6498,6122,1,12,21,34,0,0,0,0,0,0,34
2023-06-13,1,426481745,45876142,5120513,45133,0,0,39510,5623,0,0,0,0,0,45133
2023-06-13,2,13514,62371,14469,60,0,0,58,2,0,0,0,0,0,60
2023-06-13,3,2010958906,35559657,5781150,0,55884,25,55874,0,0,0,35,0,0,55909
2023-06-13,4,554176,1513568,70997,0,1705,31,1736,0,0,0,0,0,0,1736
2023-06-13,5,145501373,1753726,1398774,7,5236,90,5325,1,0,0,7,0,0,5333
2023-06-13,6,14245,9234,7421,0,26,27,53,0,0,0,0,0,0,53
2023-06-14,1,420397450,41808004,4471236,42200,0,0,36804,5395,0,1,0,0,0,42200
2023-06-14,2,10641,50655,5441,51,0,0,48,3,0,0,0,0,0,51
2023-06-14,3,1867158581,32420548,5316389,0,52217,13,52208,0,0,0,22,0,0,52230
2023-06-14,4,875863,2310849,121310,0,2653,33,2686,0,0,0,0,0,0,2686
2023-06-14,5,217350763,1991125,1952484,43,5580,86,5697,6,0,0,6,0,0,5709
2023-06-14,6,9072,7374,11804,0,16,23,39,0,0,0,0,0,0,39
2023-06-15,1,263628168,37123108,3952196,36338,0,0,31442,4896,0,0,0,0,0,36338
2023-06-15,2,4792,25582,11781,26,0,0,25,1,0,0,0,0,0,26
2023-06-15,3,1684776832,29435870,5681771,0,47069,25,47062,1,0,0,31,0,0,47094
2023-06-15,4,854658,2277464,138823,0,2603,41,2638,1,0,0,5,0,0,2644
2023-06-15,5,233914952,1993484,1654432,3,5599,91,5688,0,0,0,5,0,0,5693
2023-06-15,6,16537,12939,24965,0,25,41,61,0,0,0,5,0,0,66
2023-06-16,1,242942125,33976041,3669661,34525,0,0,30063,4462,0,0,0,0,0,34525
2023-06-16,2,11299,57143,8015,58,0,0,55,3,0,0,0,0,0,58
2023-06-16,3,1624208570,28907315,5082833,0,45429,16,45420,0,0,0,25,0,0,45445
2023-06-16,4,492296,1271362,88111,0,1534,44,1573,0,0,0,5,0,0,1578
2023-06-16,5,188289067,1587133,1330596,2,4449,75,4517,0,0,0,9,0,0,4526
2023-06-16,6,8308,8152,17160,0,18,23,39,0,0,0,2,0,0,41
2023-06-17,1,197017264,31903387,3286552,32811,0,0,28510,4298,0,3,0,0,0,32811
2023-06-17,2,8188,26967,4869,33,0,0,33,0,0,0,0,0,0,33
2023-06-17,3,1545381030,26910756,5078587,0,43593,15,43566,0,0,0,42,0,0,43608
2023-06-17,4,724214,1911534,121263,0,2144,94,2215,1,0,0,22,0,0,2238
2023-06-17,5,220753298,1643247,1391963,28,4412,65,4503,0,0,0,2,0,0,4505
2023-06-17,6,9986,7677,18083,0,12,26,38,0,0,0,0,0,0,38
2023-06-18,1,120958270,19048697,2074318,19331,0,0,16732,2597,0,2,0,0,0,19331
2023-06-18,2,6888,39484,6323,42,0,0,38,4,0,0,0,0,0,42
2023-06-18,3,899036956,15607745,2927594,0,25191,20,25190,0,0,0,21,0,0,25211
2023-06-18,4,362887,957721,69057,0,1090,63,1143,1,0,0,9,0,0,1153
2023-06-18,5,241999787,1487598,1206526,14,3836,62,3910,2,0,0,0,0,0,3912
2023-06-18,6,9050,7657,11605,0,19,23,42,0,0,0,0,0,0,42
2023-06-19,1,115677424,26992416,2524447,27695,0,0,23349,3617,0,3,0,726,0,27695
2023-06-19,2,14631,51015,8026,47,0,0,46,1,0,0,0,0,0,47
2023-06-19,3,1341651701,24310800,4023682,0,37848,11,37842,0,0,0,17,0,0,37859
2023-06-19,4,473692,1278319,64896,0,1455,38,1485,0,0,0,8,0,0,1493
2023-06-19,5,281251994,2000245,1370296,12,5347,94,5450,0,0,0,3,0,0,5453
2023-06-19,6,15956,9459,8915,0,8,46,49,0,0,0,5,0,0,54
2023-06-20,1,110352803,28414820,2619527,29529,0,0,25487,3970,0,2,0,70,0,29529
2023-06-20,2,7916,64210,7744,61,0,0,58,3,0,0,0,0,0,61
2023-06-20,3,1485505442,26528336,4504257,0,42673,18,42653,0,0,0,38,0,0,42691
2023-06-20,4,735410,1982752,112104,0,2222,50,2256,2,0,0,14,0,0,2272
2023-06-20,5,204038469,1631062,1587537,37,4372,90,4498,0,0,0,1,0,0,4499
2023-06-20,6,13389,10855,18420,0,27,30,57,0,0,0,0,0,0,57
2023-06-21,1,111426664,24583535,2550560,25178,0,0,21613,3558,0,1,0,6,0,25178
2023-06-21,2,5560,39828,3902,39,0,0,35,4,0,0,0,0,0,39
2023-06-21,3,1273476712,22821773,3671969,0,35961,13,35942,0,0,0,32,0,0,35974
2023-06-21,4,473281,1235058,107958,0,1429,55,1480,2,0,0,2,0,0,1484
2023-06-21,5,200107867,1508098,1165095,8,4126,103,4235,0,0,0,1,1,0,4237
2023-06-21,6,11198,7280,8207,1,13,27,41,0,0,0,0,0,0,41
2023-06-22,1,55820397,12013565,1274421,12713,0,0,10898,1815,0,0,0,0,0,12713
2023-06-22,2,3528,40388,3357,47,0,0,45,2,0,0,0,0,0,47
2023-06-22,3,624438141,10695113,2447328,0,17640,17,17650,3,0,0,4,0,0,17657
2023-06-22,4,291860,748405,56678,0,864,73,927,8,0,0,2,0,0,937
2023-06-22,5,195686320,1186688,865634,8,2955,73,3034,2,0,0,0,0,0,3036
2023-06-22,6,20745,12558,19524,0,24,52,76,0,0,0,0,0,0,76
2023-06-23,1,50508142,11232642,1043786,10769,0,0,9289,1479,0,1,0,0,0,10769
2023-06-23,2,10876,36711,6562,37,0,0,37,0,0,0,0,0,0,37
2023-06-23,3,538067742,9128730,1969168,0,15177,18,15185,6,1,0,3,0,0,15195
2023-06-23,4,294111,728842,45309,0,874,60,925,4,0,0,5,0,0,934
2023-06-23,5,207647825,1263895,1015176,20,3166,81,3263,1,0,0,3,0,0,3267
2023-06-23,6,9546,9130,13006,0,21,27,43,0,0,0,5,0,0,48
2023-06-24,1,50618049,13115772,1845014,12887,0,0,11175,1712,0,0,0,0,0,12887
2023-06-24,2,3614,23528,4909,26,0,0,24,2,0,0,0,0,0,26
2023-06-24,3,523075189,9279573,2259503,0,15227,8,15234,0,0,0,1,0,0,15235
2023-06-24,4,384390,1009414,63611,0,1163,38,1201,0,0,0,0,0,0,1201
2023-06-24,5,198987376,1301027,1020597,1,3260,71,3332,0,0,0,0,0,0,3332
2023-06-24,6,9133,6402,18096,0,9,21,30,0,0,0,0,0,0,30
2023-06-25,1,47645363,12544537,1431005,12546,0,0,10703,1843,0,0,0,0,0,12546
2023-06-25,2,3375,20072,2639,20,0,0,20,0,0,0,0,0,0,20
2023-06-25,3,561333670,9755039,2198462,0,15902,5,15905,0,0,0,2,0,0,15907
2023-06-25,4,369913,981769,66459,0,1100,35,1135,0,0,0,0,0,0,1135
2023-06-25,5,154662754,1039753,897200,2,2738,105,2845,0,0,0,0,0,0,2845
2023-06-25,6,8164,4727,4314,0,6,18,24,0,0,0,0,0,0,24
2023-06-26,1,122812682,30034445,2890301,30103,0,0,25810,4288,0,5,0,0,0,30103
2023-06-26,2,53718,101770,15778,166,0,0,149,17,0,0,0,0,0,166
2023-06-26,3,1447401235,23827718,3979213,0,37999,220,38206,5,0,0,8,0,0,38219
2023-06-26,4,1085323,2662657,160970,0,3227,245,3463,8,0,0,1,0,0,3472
2023-06-26,5,225097274,1859327,1364514,36,5214,83,5329,3,0,0,1,0,0,5333
2023-06-26,6,14781,13824,6235,21,18,20,53,6,0,0,0,0,0,59
2023-06-27,1,148282669,31348105,4880476,31876,0,0,27343,4533,0,0,0,0,0,31876
2023-06-27,2,5154,23772,2985,23,0,0,21,2,0,0,0,0,0,23
2023-06-27,3,2652770240,27096248,5861114,0,42537,8,42525,0,0,0,20,0,0,42545
2023-06-27,4,457678,1247762,89398,0,1508,31,1537,0,0,0,2,0,0,1539
2023-06-27,5,153989602,2530851,1573139,16,9096,68,9176,1,0,0,3,0,0,9180
2023-06-27,6,13074,7616,7197,0,7,35,37,0,0,0,5,0,0,42
2023-06-28,1,99658697,27399633,4429491,28045,0,0,24047,3998,0,0,0,0,0,28045
2023-06-28,2,3135,37054,3531,39,0,0,33,6,0,0,0,0,0,39
2023-06-28,3,2302890524,23833173,5649580,0,37804,38,37838,0,0,0,4,0,0,37842
2023-06-28,4,850909,2241358,220411,0,2480,223,2695,5,0,0,3,0,0,2703
2023-06-28,5,228987669,2030454,1441640,7,5969,66,6042,0,0,0,0,0,0,6042
2023-06-28,6,5880,4999,10341,0,9,14,23,0,0,0,0,0,0,23
2023-06-29,1,101973830,27016014,4550155,27290,0,0,23450,3838,0,2,0,0,0,27290
2023-06-29,2,9818,42530,11451,53,0,0,52,1,0,0,0,0,0,53
2023-06-29,3,2250855685,23105531,5945784,0,36598,10,36602,0,0,0,6,0,0,36608
2023-06-29,4,878119,2381690,162391,0,2718,29,2744,2,0,0,1,0,0,2747
2023-06-29,5,358584773,2397088,1649247,27,6122,69,6216,2,0,0,0,0,0,6218
2023-06-29,6,8780,4679,7598,0,6,15,21,0,0,0,0,0,0,21
2023-06-30,1,106119818,27960556,3893878,28426,0,0,24558,3867,0,1,0,0,0,28426
2023-06-30,2,8857,98683,14622,107,0,0,105,2,0,0,0,0,0,107
2023-06-30,3,2099586153,21769505,5308040,0,34447,17,34461,0,0,0,3,0,0,34464
2023-06-30,4,908783,2437520,145502,0,2786,52,2837,1,0,0,0,0,0,2838
2023-06-30,5,283395086,2138670,1517763,13,5592,71,5668,3,0,0,5,0,0,5676
2023-06-30,6,4605,2946,1697,0,5,10,15,0,0,0,0,0,0,15
2023-07-01,1,100471789,31756078,5120507,31879,0,0,27603,4275,0,1,0,0,0,31879
2023-07-01,2,5165,732735,137929,734,0,0,724,10,0,0,0,0,0,734
2023-07-01,3,1568127363,17057406,3997135,0,26943,23,26964,0,0,0,2,0,0,26966
2023-07-01,4,745228,2071028,191638,0,2315,38,2353,0,0,0,0,0,0,2353
2023-07-01,5,237284129,1649178,1671801,1,4238,77,4313,0,0,0,3,0,0,4316
2023-07-01,6,10808,7243,11642,0,9,27,30,0,0,0,6,0,0,36
2023-07-02,1,62652161,17238596,3013927,18086,0,0,15659,2427,0,0,0,0,0,18086
2023-07-02,2,3194,201365,38618,211,0,0,210,1,0,0,0,0,0,211
2023-07-02,3,1390187400,13903465,3354367,0,22855,11,22857,0,0,0,9,0,0,22866
2023-07-02,4,570915,1485020,101107,0,1749,48,1787,10,0,0,0,0,0,1797
2023-07-02,5,205771825,1278728,1449517,39,3204,60,3301,2,0,0,0,0,0,3303
2023-07-02,6,4958,3464,6531,0,5,11,16,0,0,0,0,0,0,16
2023-07-03,1,99895214,29375500,4157582,29962,0,0,25473,4489,0,0,0,0,0,29962
2023-07-03,2,2782,45160,5802,49,0,0,44,5,0,0,0,0,0,49
2023-07-03,3,2393978067,24723049,5348175,0,39411,13,39415,0,0,0,9,0,0,39424
2023-07-03,4,1084110,2955789,165787,0,3298,68,3366,0,0,0,0,0,0,3366
2023-07-03,5,195005617,1722387,1754384,3,4856,60,4919,0,0,0,0,0,0,4919
2023-07-03,6,6227,5036,10945,0,7,15,22,0,0,0,0,0,0,22
2023-07-04,1,99563139,29241423,4518758,29604,0,0,25256,4344,0,4,0,0,0,29604
2023-07-04,2,7324,26208,5401,27,0,0,26,1,0,0,0,0,0,27
2023-07-04,3,2311888127,25869223,5543323,0,40987,23,40998,0,0,0,12,0,0,41010
2023-07-04,4,792723,2164270,156654,0,2472,31,2503,0,0,0,0,0,0,2503
2023-07-04,5,192659537,1789529,1718029,6,5089,68,5163,0,0,0,0,0,0,5163
2023-07-04,6,7499,7276,19598,0,11,19,30,0,0,0,0,0,0,30
2023-07-05,1,81922360,28323229,4192206,27949,0,0,23430,4519,0,0,0,0,0,27949
2023-07-05,2,3614,46576,242880,41,0,0,39,2,0,0,0,0,0,41
2023-07-05,3,1687497484,23792164,4719571,0,37371,17,37386,0,0,0,2,0,0,37388
2023-07-05,4,608394,1651689,110137,0,1900,27,1927,0,0,0,0,0,0,1927
2023-07-05,5,192274916,1631972,1704399,28,4503,79,4607,0,0,0,3,0,0,4610
2023-07-05,6,14211,9200,18176,0,9,32,36,0,0,0,5,0,0,41
2023-07-06,1,87934807,26345817,3669690,26382,0,0,22054,4327,0,1,0,0,0,26382
2023-07-06,2,69374,133190,45404,190,0,0,162,28,0,0,0,0,0,190
2023-07-06,3,1628813311,22191081,4468448,0,34831,216,35039,5,0,0,3,0,0,35047
2023-07-06,4,1390856,3080620,771380,0,3739,212,3944,7,0,0,0,0,0,3951
2023-07-06,5,278009209,2019195,2211775,31,5636,76,5739,4,0,0,0,0,0,5743
2023-07-06,6,91690,34757,332767,21,65,22,102,6,0,0,0,0,0,108
2023-07-07,1,67651370,25405073,3206081,25297,0,0,21342,3955,0,0,0,0,0,25297
2023-07-07,2,4763,45288,8346,49,0,0,46,3,0,0,0,0,0,49
2023-07-07,3,1601039522,23206781,4301400,0,35785,10,35793,0,0,0,2,0,0,35795
2023-07-07,4,492822,1279835,95801,0,1497,87,1584,0,0,0,0,0,0,1584
2023-07-07,5,236476668,1640180,1803524,6,4280,94,4380,0,0,0,0,0,0,4380
2023-07-07,6,14281,9297,11774,0,9,37,46,0,0,0,0,0,0,46
2023-07-08,1,45400145,15909209,2433631,16118,0,0,13513,2605,0,0,0,0,0,16118
2023-07-08,2,2637,32856,10990,35,0,0,35,0,0,0,0,0,0,35
2023-07-08,3,1036523423,14575472,2992193,0,23527,13,23536,0,0,0,4,0,0,23540
2023-07-08,4,505835,1340637,122804,0,1521,68,1589,0,0,0,0,0,0,1589
2023-07-08,5,244728806,1454853,1719308,21,3722,68,3811,0,0,0,0,0,0,3811
2023-07-08,6,9611,6441,8998,0,5,26,31,0,0,0,0,0,0,31
2023-07-09,1,32974593,11993274,1443808,12474,0,0,10407,2021,0,2,0,44,0,12474
2023-07-09,2,6970,25910,6497,24,0,0,22,1,0,1,0,0,0,24
2023-07-09,3,887088691,12189472,2879688,0,19890,11,19901,0,0,0,0,0,0,19901
2023-07-09,4,387837,982673,69634,0,1144,34,1177,0,0,0,1,0,0,1178
2023-07-09,5,213241528,1188635,1380306,12,3021,65,3093,0,0,0,4,1,0,3098
2023-07-09,6,12178,6757,23439,0,8,26,29,0,0,0,5,0,0,34
2023-07-10,1,64514099,23506985,2871409,24352,0,0,20368,3934,0,1,0,49,0,24352
2023-07-10,2,10770,46533,8508,46,0,0,42,4,0,0,0,0,0,46
2023-07-10,3,1797066906,25537890,5598107,0,40065,14,40068,0,0,0,11,0,0,40079
2023-07-10,4,433151,1140076,68361,0,1385,35,1412,0,0,0,8,0,0,1420
2023-07-10,5,217870227,1518744,1236993,26,3932,65,4019,2,0,0,0,2,0,4023
2023-07-10,6,10694,7650,14932,0,8,28,35,0,0,0,1,0,0,36
2023-07-11,1,75576027,29494866,4435071,28786,0,0,23991,4794,0,1,0,0,0,28786
2023-07-11,2,60367,120733,15931,252,0,0,217,35,0,0,0,0,0,252
2023-07-11,3,1765656402,25587302,5468575,0,39609,420,40003,10,0,0,16,0,0,40029
2023-07-11,4,1094772,2454116,181817,0,3305,424,3715,12,0,0,2,0,0,3729
2023-07-11,5,196279475,1410435,1122363,26,3693,73,3790,2,0,0,0,0,0,3792
2023-07-11,6,20731,19053,10515,42,9,23,58,12,0,0,4,0,0,74
2023-07-12,1,72353773,28028782,4917520,27978,0,0,23516,4462,0,0,0,0,0,27978
2023-07-12,2,30331,95589,13168,151,0,0,132,19,0,0,0,0,0,151
2023-07-12,3,1787819346,25551795,5572229,0,40056,206,40252,5,0,0,5,0,0,40262
2023-07-12,4,965669,2385955,184462,0,2910,224,3121,7,0,0,6,0,0,3134
2023-07-12,5,174538401,1229603,1062072,12,3366,75,3451,1,0,0,1,0,0,3453
2023-07-12,6,11316,9109,4183,18,8,12,34,4,0,0,0,0,0,38
2023-07-13,1,81342561,28842086,4943793,28488,0,0,23651,4832,0,3,0,2,0,28488
2023-07-13,2,42294,67975,15307,63,0,0,54,9,0,0,0,0,0,63
2023-07-13,3,1682739667,23665689,5175750,0,37332,18,37349,0,0,0,1,0,0,37350
2023-07-13,4,1025767,2761288,300699,0,3053,56,3109,0,0,0,0,0,0,3109
2023-07-13,5,211978676,1395557,1281741,15,3741,86,3839,0,0,0,3,0,0,3842
2023-07-13,6,11481,6628,7319,0,6,30,31,0,0,0,5,0,0,36
2023-07-14,1,157838263,28802713,5809360,28533,0,0,23704,4828,0,1,0,0,0,28533
2023-07-14,2,4995,38517,9689,39,0,0,37,2,0,0,0,0,0,39
2023-07-14,3,1687038663,24795567,5479941,0,38208,32,38235,0,0,0,5,0,0,38240
2023-07-14,4,535938,1444415,232464,0,1733,281,2001,13,0,0,0,0,0,2014
2023-07-14,5,581520605,2933976,2217378,28,7138,87,7251,2,0,0,0,0,0,7253
2023-07-14,6,8319,6151,4471,3,7,21,31,0,0,0,0,0,0,31
2023-07-15,1,67180732,18338156,3483904,18374,0,0,15564,2810,0,0,0,0,0,18374
2023-07-15,2,1923,25646,4581,27,0,0,25,2,0,0,0,0,0,27
2023-07-15,3,1126070405,16230733,4147712,0,25950,23,25971,0,0,0,2,0,0,25973
